CHANNEL,INPUT [mV]
2073,1247.001
2074,1247.6
2075,1248.199
2076,1248.798
2077,1249.397
2078,1249.997
2079,1250.596
2080,1251.195
2081,1251.794
2082,1252.393
2083,1252.992
2084,1253.592
2085,1254.191
2086,1254.79
2087,1255.389
2088,1255.988
2089,1256.588
2090,1257.187
2091,1257.786
2092,1258.385
2093,1258.984
2094,1259.583
2095,1260.183
2096,1260.782
2097,1261.381
2098,1261.98
2099,1262.579
2100,1263.178
2101,1263.778
2102,1264.377
2103,1264.976
2104,1265.575
2105,1266.174
2106,1266.774
2107,1267.373
2108,1267.972
2109,1268.571
2110,1269.17
2111,1269.769
2112,1270.369
2113,1270.968
2114,1271.567
2115,1272.166
2116,1272.765
2117,1273.364
2118,1273.964
2119,1274.563
2120,1275.162
2121,1275.761
2122,1276.36
2123,1276.96
2124,1277.559
2125,1278.158
2126,1278.757
2127,1279.356
2128,1279.955
2129,1280.555
2130,1281.154
2131,1281.753
2132,1282.352
2133,1282.951
2134,1283.55
2135,1284.15
2136,1284.749
2137,1285.348
2138,1285.947
2139,1286.546
2140,1287.146
2141,1287.745
2142,1288.344
2143,1288.943
2144,1289.542
2145,1290.141
2146,1290.741
2147,1291.34
2148,1291.939
2149,1292.538
2150,1293.137
2151,1293.736
2152,1294.336
2153,1294.935
2154,1295.534
2155,1296.133
2156,1296.732
2157,1297.332
2158,1297.931
2159,1298.53
2160,1299.129
2161,1299.728
2162,1300.327
2163,1300.927
2164,1301.526
2165,1302.125
2166,1302.724
2167,1303.323
2168,1303.922
2169,1304.522
2170,1305.121
2171,1305.72
2172,1306.319
2173,1306.918
2174,1307.518
2175,1308.117
2176,1308.716
2177,1309.315
2178,1309.914
2179,1310.513
2180,1311.113
2181,1311.712
2182,1312.311
2183,1312.91
2184,1313.509
2185,1314.108
2186,1314.708
2187,1315.307
2188,1315.906
2189,1316.505
2190,1317.104
2191,1317.704
2192,1318.303
2193,1318.902
2194,1319.501
2195,1320.1
2196,1320.699
2197,1321.299
2198,1321.898
2199,1322.497
2200,1323.096
2201,1323.695
2202,1324.294
2203,1324.894
2204,1325.493
2205,1326.092
2206,1326.691
2207,1327.29
2208,1327.89
2209,1328.489
2210,1329.088
2211,1329.687
2212,1330.286
2213,1330.885
2214,1331.485
2215,1332.084
2216,1332.683
2217,1333.282
2218,1333.881
2219,1334.48
2220,1335.08
2221,1335.679
2222,1336.278
2223,1336.877
2224,1337.476
2225,1338.076
2226,1338.675
2227,1339.274
2228,1339.873
2229,1340.472
2230,1341.071
2231,1341.671
2232,1342.27
2233,1342.869
2234,1343.468
2235,1344.067
2236,1344.666
2237,1345.266
2238,1345.865
2239,1346.464
2240,1347.063
2241,1347.662
2242,1348.262
2243,1348.861
2244,1349.46
2245,1350.059
2246,1350.658
2247,1351.257
2248,1351.857
2249,1352.456
2250,1353.055
2251,1353.654
2252,1354.253
2253,1354.852
2254,1355.452
2255,1356.051
2256,1356.65
2257,1357.249
2258,1357.848
2259,1358.448
2260,1359.047
2261,1359.646
2262,1360.245
2263,1360.844
2264,1361.443
2265,1362.043
2266,1362.642
2267,1363.241
2268,1363.84
2269,1364.439
2270,1365.038
2271,1365.638
2272,1366.237
2273,1366.836
2274,1367.435
2275,1368.034
2276,1368.634
2277,1369.233
2278,1369.832
2279,1370.431
2280,1371.03
2281,1371.629
2282,1372.229
2283,1372.828
2284,1373.427
2285,1374.026
2286,1374.625
2287,1375.224
2288,1375.824
2289,1376.423
2290,1377.022
2291,1377.621
2292,1378.22
2293,1378.82
2294,1379.419
2295,1380.018
2296,1380.617
2297,1381.216
2298,1381.815
2299,1382.415
2300,1383.014
2301,1383.613
2302,1384.212
2303,1384.811
2304,1385.411
2305,1386.01
2306,1386.609
2307,1387.208
2308,1387.807
2309,1388.406
2310,1389.006
2311,1389.605
2312,1390.204
2313,1390.803
2314,1391.402
2315,1392.001
2316,1392.601
2317,1393.2
2318,1393.799
2319,1394.398
2320,1394.997
2321,1395.597
2322,1396.196
2323,1396.795
2324,1397.394
2325,1397.993
2326,1398.592
2327,1399.192
2328,1399.791
2329,1400.39
2330,1400.989
2331,1401.588
2332,1402.187
2333,1402.787
2334,1403.386
2335,1403.985
2336,1404.584
2337,1405.183
2338,1405.783
2339,1406.382
2340,1406.981
2341,1407.58
2342,1408.179
2343,1408.778
2344,1409.378
2345,1409.977
2346,1410.576
2347,1411.175
2348,1411.774
2349,1412.373
2350,1412.973
2351,1413.572
2352,1414.171
2353,1414.77
2354,1415.369
2355,1415.969
2356,1416.568
2357,1417.167
2358,1417.766
2359,1418.365
2360,1418.964
2361,1419.564
2362,1420.163
2363,1420.762
2364,1421.361
2365,1421.96
2366,1422.559
2367,1423.159
2368,1423.758
2369,1424.357
2370,1424.956
2371,1425.555
2372,1426.155
2373,1426.754
2374,1427.353
2375,1427.952
2376,1428.551
2377,1429.15
2378,1429.75
2379,1430.349
2380,1430.948
2381,1431.547
2382,1432.146
2383,1432.745
2384,1433.345
2385,1433.944
2386,1434.543
2387,1435.142
2388,1435.741
2389,1436.341
2390,1436.94
2391,1437.539
2392,1438.138
2393,1438.737
2394,1439.336
2395,1439.936
2396,1440.535
2397,1441.134
2398,1441.733
2399,1442.332
2400,1442.931
2401,1443.531
2402,1444.13
2403,1444.729
2404,1445.328
2405,1445.927
2406,1446.527
2407,1447.126
2408,1447.725
2409,1448.324
2410,1448.923
2411,1449.522
2412,1450.122
2413,1450.721
2414,1451.32
2415,1451.919
2416,1452.518
2417,1453.117
2418,1453.717
2419,1454.316
2420,1454.915
2421,1455.514
2422,1456.113
2423,1456.713
2424,1457.312
2425,1457.911
2426,1458.51
2427,1459.109
2428,1459.708
2429,1460.308
2430,1460.907
2431,1461.506
2432,1462.105
2433,1462.704
2434,1463.303
2435,1463.903
2436,1464.502
2437,1465.101
2438,1465.7
2439,1466.299
2440,1466.899
2441,1467.498
2442,1468.097
2443,1468.696
2444,1469.295
2445,1469.894
2446,1470.494
2447,1471.093
2448,1471.692
2449,1472.291
2450,1472.89
2451,1473.489
2452,1474.089
2453,1474.688
2454,1475.287
2455,1475.886
2456,1476.485
2457,1477.085
2458,1477.684
2459,1478.283
2460,1478.882
2461,1479.481
2462,1480.08
2463,1480.68
2464,1481.279
2465,1481.878
2466,1482.477
2467,1483.076
2468,1483.675
2469,1484.275
2470,1484.874
2471,1485.473
2472,1486.072
2473,1486.671
2474,1487.271
2475,1487.87
2476,1488.469
2477,1489.068
2478,1489.667
2479,1490.266
2480,1490.866
2481,1491.465
2482,1492.064
2483,1492.663
2484,1493.262
2485,1493.861
2486,1494.461
2487,1495.06
2488,1495.659
2489,1496.258
2490,1496.857
2491,1497.457
2492,1498.056
2493,1498.655
2494,1499.254
2495,1499.853
2496,1500.452
2497,1501.052
2498,1501.651
2499,1502.25
2500,1502.849
2501,1503.448
2502,1504.047
2503,1504.647
2504,1505.246
2505,1505.845
2506,1506.444
2507,1507.043
2508,1507.643
2509,1508.242
2510,1508.841
2511,1509.44
2512,1510.039
2513,1510.638
2514,1511.238
2515,1511.837
2516,1512.436
2517,1513.035
2518,1513.634
2519,1514.233
2520,1514.833
2521,1515.432
2522,1516.031
2523,1516.63
2524,1517.229
2525,1517.829
2526,1518.428
2527,1519.027
2528,1519.626
2529,1520.225
2530,1520.824
2531,1521.424
2532,1522.023
2533,1522.622
2534,1523.221
2535,1523.82
2536,1524.419
2537,1525.019
2538,1525.618
2539,1526.217
2540,1526.816
2541,1527.415
2542,1528.015
2543,1528.614
2544,1529.213
2545,1529.812
2546,1530.411
2547,1531.01
2548,1531.61
2549,1532.209
2550,1532.808
2551,1533.407
2552,1534.006
2553,1534.605
2554,1535.205
2555,1535.804
2556,1536.403
2557,1537.002
2558,1537.601
2559,1538.201
2560,1538.8
2561,1539.399
2562,1539.998
2563,1540.597
2564,1541.196
2565,1541.796
2566,1542.395
2567,1542.994
2568,1543.593
2569,1544.192
2570,1544.791
2571,1545.391
2572,1545.99
2573,1546.589
2574,1547.188
2575,1547.787
2576,1548.387
2577,1548.986
2578,1549.585
2579,1550.184
2580,1550.783
2581,1551.382
2582,1551.982
2583,1552.581
2584,1553.18
2585,1553.779
2586,1554.378
2587,1554.977
2588,1555.577
2589,1556.176
2590,1556.775
2591,1557.374
2592,1557.973
2593,1558.573
2594,1559.172
2595,1559.771
2596,1560.37
2597,1560.969
2598,1561.568
2599,1562.168
2600,1562.767
2601,1563.366
2602,1563.965
2603,1564.564
2604,1565.163
2605,1565.763
2606,1566.362
2607,1566.961
2608,1567.56
2609,1568.159
2610,1568.759
2611,1569.358
2612,1569.957
2613,1570.556
2614,1571.155
2615,1571.754
2616,1572.354
2617,1572.953
2618,1573.552
2619,1574.151
2620,1574.75
2621,1575.349
2622,1575.949
2623,1576.548
2624,1577.147
2625,1577.746
2626,1578.345
2627,1578.945
2628,1579.544
2629,1580.143
2630,1580.742
2631,1581.341
2632,1581.94
2633,1582.54
2634,1583.139
2635,1583.738
2636,1584.337
2637,1584.936
2638,1585.535
2639,1586.135
2640,1586.734
2641,1587.333
2642,1587.932
2643,1588.531
2644,1589.131
2645,1589.73
2646,1590.329
2647,1590.928
2648,1591.527
2649,1592.126
2650,1592.726
2651,1593.325
2652,1593.924
2653,1594.523
2654,1595.122
2655,1595.721
2656,1596.321
2657,1596.92
2658,1597.519
2659,1598.118
2660,1598.717
2661,1599.317
2662,1599.916
2663,1600.515
2664,1601.114
2665,1601.713
2666,1602.312
2667,1602.912
2668,1603.511
2669,1604.11
2670,1604.709
2671,1605.308
2672,1605.907
2673,1606.507
2674,1607.106
2675,1607.705
2676,1608.304
2677,1608.903
2678,1609.503
2679,1610.102
2680,1610.701
2681,1611.3
2682,1611.899
2683,1612.498
2684,1613.098
2685,1613.697
2686,1614.296
2687,1614.895
2688,1615.494
2689,1616.093
2690,1616.693
2691,1617.292
2692,1617.891
2693,1618.49
2694,1619.089
2695,1619.689
2696,1620.288
2697,1620.887
2698,1621.486
2699,1622.085
2700,1622.684
2701,1623.284
2702,1623.883
2703,1624.482
2704,1625.081
2705,1625.68
2706,1626.279
2707,1626.879
2708,1627.478
2709,1628.077
2710,1628.676
2711,1629.275
2712,1629.875
2713,1630.474
2714,1631.073
2715,1631.672
2716,1632.271
2717,1632.87
2718,1633.47
2719,1634.069
2720,1634.668
2721,1635.267
2722,1635.866
2723,1636.465
2724,1637.065
2725,1637.664
2726,1638.263
2727,1638.862
2728,1639.461
2729,1640.061
2730,1640.66
2731,1641.259
2732,1641.858
2733,1642.457
2734,1643.056
2735,1643.656
2736,1644.255
2737,1644.854
2738,1645.453
2739,1646.052
2740,1646.651
2741,1647.251
2742,1647.85
2743,1648.449
2744,1649.048
2745,1649.647
2746,1650.247
2747,1650.846
2748,1651.445
2749,1652.044
2750,1652.643
2751,1653.242
2752,1653.842
2753,1654.441
2754,1655.04
2755,1655.639
2756,1656.238
2757,1656.837
2758,1657.437
2759,1658.036
2760,1658.635
2761,1659.234
2762,1659.833
2763,1660.433
2764,1661.032
2765,1661.631
2766,1662.23
2767,1662.829
2768,1663.428
2769,1664.028
2770,1664.627
2771,1665.226
2772,1665.825
2773,1666.424
2774,1667.023
2775,1667.623
2776,1668.222
2777,1668.821
2778,1669.42
2779,1670.019
2780,1670.619
2781,1671.218
2782,1671.817
2783,1672.416
2784,1673.015
2785,1673.614
2786,1674.214
2787,1674.813
2788,1675.412
2789,1676.011
2790,1676.61
2791,1677.209
2792,1677.809
2793,1678.408
2794,1679.007
2795,1679.606
2796,1680.205
2797,1680.805
2798,1681.404
2799,1682.003
2800,1682.602
2801,1683.201
2802,1683.8
2803,1684.4
2804,1684.999
2805,1685.598
2806,1686.197
2807,1686.796
2808,1687.395
2809,1687.995
2810,1688.594
2811,1689.193
2812,1689.792
2813,1690.391
2814,1690.991
2815,1691.59
2816,1692.189
2817,1692.788
2818,1693.387
2819,1693.986
2820,1694.586
2821,1695.185
2822,1695.784
2823,1696.383
2824,1696.982
2825,1697.581
2826,1698.181
2827,1698.78
2828,1699.379
2829,1699.978
2830,1700.577
2831,1701.177
2832,1701.776
2833,1702.375
2834,1702.974
2835,1703.573
2836,1704.172
2837,1704.772
2838,1705.371
2839,1705.97
2840,1706.569
2841,1707.168
2842,1707.767
2843,1708.367
2844,1708.966
2845,1709.565
2846,1710.164
2847,1710.763
2848,1711.363
2849,1711.962
2850,1712.561
2851,1713.16
2852,1713.759
2853,1714.358
2854,1714.958
2855,1715.557
2856,1716.156
2857,1716.755
2858,1717.354
2859,1717.953
2860,1718.553
2861,1719.152
2862,1719.751
2863,1720.35
2864,1720.949
2865,1721.549
2866,1722.148
2867,1722.747
2868,1723.346
2869,1723.945
2870,1724.544
2871,1725.144
2872,1725.743
2873,1726.342
2874,1726.941
2875,1727.54
2876,1728.139
2877,1728.739
2878,1729.338
2879,1729.937
2880,1730.536
2881,1731.135
2882,1731.735
2883,1732.334
2884,1732.933
2885,1733.532
2886,1734.131
2887,1734.73
2888,1735.33
2889,1735.929
2890,1736.528
2891,1737.127
2892,1737.726
2893,1738.325
2894,1738.925
2895,1739.524
2896,1740.123
2897,1740.722
2898,1741.321
2899,1741.921
2900,1742.52
2901,1743.119
2902,1743.718
2903,1744.317
2904,1744.916
2905,1745.516
2906,1746.115
2907,1746.714
2908,1747.313
2909,1747.912
2910,1748.511
2911,1749.111
2912,1749.71
2913,1750.309
2914,1750.908
2915,1751.507
2916,1752.107
2917,1752.706
2918,1753.305
2919,1753.904
2920,1754.503
2921,1755.102
2922,1755.702
2923,1756.301
2924,1756.9
2925,1757.499
2926,1758.098
2927,1758.697
2928,1759.297
2929,1759.896
2930,1760.495
2931,1761.094
2932,1761.693
2933,1762.293
2934,1762.892
2935,1763.491
2936,1764.09
2937,1764.689
2938,1765.288
2939,1765.888
2940,1766.487
2941,1767.086
2942,1767.685
2943,1768.284
2944,1768.883
2945,1769.483
2946,1770.082
2947,1770.681
2948,1771.28
2949,1771.879
2950,1772.479
2951,1773.078
2952,1773.677
2953,1774.276
2954,1774.875
2955,1775.474
2956,1776.074
2957,1776.673
2958,1777.272
2959,1777.871
2960,1778.47
2961,1779.069
2962,1779.669
2963,1780.268
2964,1780.867
2965,1781.466
2966,1782.065
2967,1782.665
2968,1783.264
2969,1783.863
2970,1784.462
2971,1785.061
2972,1785.66
2973,1786.26
2974,1786.859
2975,1787.458
2976,1788.057
2977,1788.656
2978,1789.255
2979,1789.855
2980,1790.454
2981,1791.053
2982,1791.652
2983,1792.251
2984,1792.851
2985,1793.45
2986,1794.049
2987,1794.648
2988,1795.247
2989,1795.846
2990,1796.446
2991,1797.045
2992,1797.644
2993,1798.243
2994,1798.842
2995,1799.441
2996,1800.041
2997,1800.64
2998,1801.239
2999,1801.838
3000,1802.437
3001,1803.037
3002,1803.636
3003,1804.235
3004,1804.834
3005,1805.433
3006,1806.032
3007,1806.632
3008,1807.231
3009,1807.83
3010,1808.429
3011,1809.028
3012,1809.627
3013,1810.227
3014,1810.826
3015,1811.425
3016,1812.024
3017,1812.623
3018,1813.223
3019,1813.822
3020,1814.421
3021,1815.02
3022,1815.619
3023,1816.218
3024,1816.818
3025,1817.417
3026,1818.016
3027,1818.615
3028,1819.214
3029,1819.813
3030,1820.413
3031,1821.012
3032,1821.611
3033,1822.21
3034,1822.809
3035,1823.409
3036,1824.008
3037,1824.607
3038,1825.206
3039,1825.805
3040,1826.404
3041,1827.004
3042,1827.603
3043,1828.202
3044,1828.801
3045,1829.4
3046,1829.999
3047,1830.599
3048,1831.198
3049,1831.797
3050,1832.396
3051,1832.995
3052,1833.595
3053,1834.194
3054,1834.793
3055,1835.392
3056,1835.991
3057,1836.59
3058,1837.19
3059,1837.789
3060,1838.388
3061,1838.987
3062,1839.586
3063,1840.185
3064,1840.785
3065,1841.384
3066,1841.983
3067,1842.582
3068,1843.181
3069,1843.781
3070,1844.38
3071,1844.979
3072,1845.578
3073,1846.177
3074,1846.776
3075,1847.376
3076,1847.975
3077,1848.574
3078,1849.173
3079,1849.772
3080,1850.371
3081,1850.971
3082,1851.57
3083,1852.169
3084,1852.768
3085,1853.367
3086,1853.967
3087,1854.566
3088,1855.165
3089,1855.764
3090,1856.363
3091,1856.962
3092,1857.562
3093,1858.161
3094,1858.76
3095,1859.359
3096,1859.958
3097,1860.557
3098,1861.157
3099,1861.756
3100,1862.355
3101,1862.954
3102,1863.553
3103,1864.153
3104,1864.752
3105,1865.351
3106,1865.95
3107,1866.549
3108,1867.148
3109,1867.748
3110,1868.347
3111,1868.946
3112,1869.545
3113,1870.144
3114,1870.743
3115,1871.343
3116,1871.942
3117,1872.541
3118,1873.14
3119,1873.739
3120,1874.339
3121,1874.938
3122,1875.537
3123,1876.136
3124,1876.735
3125,1877.334
3126,1877.934
3127,1878.533
3128,1879.132
3129,1879.731
3130,1880.33
3131,1880.929
3132,1881.529
3133,1882.128
3134,1882.727
3135,1883.326
3136,1883.925
3137,1884.525
3138,1885.124
3139,1885.723
3140,1886.322
3141,1886.921
3142,1887.52
3143,1888.12
3144,1888.719
3145,1889.318
3146,1889.917
3147,1890.516
3148,1891.115
3149,1891.715
3150,1892.314
3151,1892.913
3152,1893.512
3153,1894.111
3154,1894.711
3155,1895.31
3156,1895.909
3157,1896.508
3158,1897.107
3159,1897.706
3160,1898.306
3161,1898.905
3162,1899.504
3163,1900.103
3164,1900.702
3165,1901.301
3166,1901.901
3167,1902.5
3168,1903.099
3169,1903.698
3170,1904.297
3171,1904.897
3172,1905.496
3173,1906.095
3174,1906.694
3175,1907.293
3176,1907.892
3177,1908.492
3178,1909.091
3179,1909.69
3180,1910.289
3181,1910.888
3182,1911.488
3183,1912.087
3184,1912.686
3185,1913.285
3186,1913.884
3187,1914.483
3188,1915.083
3189,1915.682
3190,1916.281
3191,1916.88
3192,1917.479
3193,1918.078
3194,1918.678
3195,1919.277
3196,1919.876
3197,1920.475
3198,1921.074
3199,1921.674
3200,1922.273
3201,1922.872
3202,1923.471
3203,1924.07
3204,1924.669
3205,1925.269
3206,1925.868
3207,1926.467
3208,1927.066
3209,1927.665
3210,1928.264
3211,1928.864
3212,1929.463
3213,1930.062
3214,1930.661
3215,1931.26
3216,1931.86
3217,1932.459
3218,1933.058
3219,1933.657
3220,1934.256
3221,1934.855
3222,1935.455
3223,1936.054
3224,1936.653
3225,1937.252
3226,1937.851
3227,1938.45
3228,1939.05
3229,1939.649
3230,1940.248
3231,1940.847
3232,1941.446
3233,1942.046
3234,1942.645
3235,1943.244
3236,1943.843
3237,1944.442
3238,1945.041
3239,1945.641
3240,1946.24
3241,1946.839
3242,1947.438
3243,1948.037
3244,1948.636
3245,1949.236
3246,1949.835
3247,1950.434
3248,1951.033
3249,1951.632
3250,1952.232
3251,1952.831
3252,1953.43
3253,1954.029
3254,1954.628
3255,1955.227
3256,1955.827
3257,1956.426
3258,1957.025
3259,1957.624
3260,1958.223
3261,1958.822
3262,1959.422
3263,1960.021
3264,1960.62
3265,1961.219
3266,1961.818
3267,1962.418
3268,1963.017
3269,1963.616
3270,1964.215
3271,1964.814
3272,1965.413
3273,1966.013
3274,1966.612
3275,1967.211
3276,1967.81
3277,1968.409
3278,1969.008
3279,1969.608
3280,1970.207
3281,1970.806
3282,1971.405
3283,1972.004
3284,1972.604
3285,1973.203
3286,1973.802
3287,1974.401
3288,1975.0
3289,1975.599
3290,1976.199
3291,1976.798
3292,1977.397
3293,1977.996
3294,1978.595
3295,1979.194
3296,1979.794
3297,1980.393
3298,1980.992
3299,1981.591
3300,1982.19
3301,1982.79
3302,1983.389
3303,1983.988
3304,1984.587
3305,1985.186
3306,1985.785
3307,1986.385
3308,1986.984
3309,1987.583
3310,1988.182
3311,1988.781
3312,1989.38
3313,1989.98
3314,1990.579
3315,1991.178
3316,1991.777
3317,1992.376
3318,1992.976
3319,1993.575
3320,1994.174
3321,1994.773
3322,1995.372
3323,1995.971
3324,1996.571
3325,1997.17
3326,1997.769
3327,1998.368
3328,1998.967
3329,1999.566
3330,2000.166
3331,2000.765
3332,2001.364
3333,2001.963
3334,2002.562
3335,2003.162
3336,2003.761
3337,2004.36
3338,2004.959
3339,2005.558
3340,2006.157
3341,2006.757
3342,2007.356
3343,2007.955
3344,2008.554
3345,2009.153
3346,2009.752
3347,2010.352
3348,2010.951
3349,2011.55
3350,2012.149
3351,2012.748
3352,2013.348
3353,2013.947
3354,2014.546
3355,2015.145
3356,2015.744
3357,2016.343
3358,2016.943
3359,2017.542
3360,2018.141
3361,2018.74
3362,2019.339
3363,2019.938
3364,2020.538
3365,2021.137
3366,2021.736
3367,2022.335
3368,2022.934
3369,2023.534
3370,2024.133
3371,2024.732
3372,2025.331
3373,2025.93
3374,2026.529
3375,2027.129
3376,2027.728
3377,2028.327
3378,2028.926
3379,2029.525
3380,2030.124
3381,2030.724
3382,2031.323
3383,2031.922
3384,2032.521
3385,2033.12
3386,2033.72
3387,2034.319
3388,2034.918
3389,2035.517
3390,2036.116
3391,2036.715
3392,2037.315
3393,2037.914
3394,2038.513
3395,2039.112
3396,2039.711
3397,2040.31
3398,2040.91
3399,2041.509
3400,2042.108
3401,2042.707
3402,2043.306
3403,2043.906
3404,2044.505
3405,2045.104
3406,2045.703
3407,2046.302
3408,2046.901
3409,2047.501
3410,2048.1
3411,2048.699
3412,2049.298
3413,2049.897
3414,2050.496
3415,2051.096
3416,2051.695
3417,2052.294
3418,2052.893
3419,2053.492
3420,2054.092
3421,2054.691
3422,2055.29
3423,2055.889
3424,2056.488
3425,2057.087
3426,2057.687
3427,2058.286
3428,2058.885
3429,2059.484
3430,2060.083
3431,2060.682
3432,2061.282
3433,2061.881
3434,2062.48
3435,2063.079
3436,2063.678
3437,2064.278
3438,2064.877
3439,2065.476
3440,2066.075
3441,2066.674
3442,2067.273
3443,2067.873
3444,2068.472
3445,2069.071
3446,2069.67
3447,2070.269
3448,2070.868
3449,2071.468
3450,2072.067
3451,2072.666
3452,2073.265
3453,2073.864
3454,2074.464
3455,2075.063
3456,2075.662
3457,2076.261
3458,2076.86
3459,2077.459
3460,2078.059
3461,2078.658
3462,2079.257
3463,2079.856
3464,2080.455
3465,2081.054
3466,2081.654
3467,2082.253
3468,2082.852
3469,2083.451
3470,2084.05
3471,2084.65
3472,2085.249
3473,2085.848
3474,2086.447
3475,2087.046
3476,2087.645
3477,2088.245
3478,2088.844
3479,2089.443
3480,2090.042
3481,2090.641
3482,2091.24
3483,2091.84
3484,2092.439
3485,2093.038
3486,2093.637
3487,2094.236
3488,2094.836
3489,2095.435
3490,2096.034
3491,2096.633
3492,2097.232
3493,2097.831
3494,2098.431
3495,2099.03
3496,2099.629
3497,2100.228
3498,2100.827
3499,2101.426
3500,2102.026
3501,2102.625
3502,2103.224
3503,2103.823
3504,2104.422
3505,2105.022
3506,2105.621
3507,2106.22
3508,2106.819
3509,2107.418
3510,2108.017
3511,2108.617
3512,2109.216
3513,2109.815
3514,2110.414
3515,2111.013
3516,2111.612
3517,2112.212
3518,2112.811
3519,2113.41
3520,2114.009
3521,2114.608
3522,2115.208
3523,2115.807
3524,2116.406
3525,2117.005
3526,2117.604
3527,2118.203
3528,2118.803
3529,2119.402
3530,2120.001
3531,2120.6
3532,2121.199
3533,2121.798
3534,2122.398
3535,2122.997
3536,2123.596
3537,2124.195
3538,2124.794
3539,2125.394
3540,2125.993
3541,2126.592
3542,2127.191
3543,2127.79
3544,2128.389
3545,2128.989
3546,2129.588
3547,2130.187
3548,2130.786
3549,2131.385
3550,2131.984
3551,2132.584
3552,2133.183
3553,2133.782
3554,2134.381
3555,2134.98
3556,2135.58
3557,2136.179
3558,2136.778
3559,2137.377
3560,2137.976
3561,2138.575
3562,2139.175
3563,2139.774
3564,2140.373
3565,2140.972
3566,2141.571
3567,2142.17
3568,2142.77
3569,2143.369
3570,2143.968
3571,2144.567
3572,2145.166
3573,2145.766
3574,2146.365
3575,2146.964
3576,2147.563
3577,2148.162
3578,2148.761
3579,2149.361
3580,2149.96
3581,2150.559
3582,2151.158
3583,2151.757
3584,2152.356
3585,2152.956
3586,2153.555
3587,2154.154
3588,2154.753
3589,2155.352
3590,2155.952
3591,2156.551
3592,2157.15
3593,2157.749
3594,2158.348
3595,2158.947
3596,2159.547
3597,2160.146
3598,2160.745
3599,2161.344
3600,2161.943
3601,2162.542
3602,2163.142
3603,2163.741
3604,2164.34
3605,2164.939
3606,2165.538
3607,2166.138
3608,2166.737
3609,2167.336
3610,2167.935
3611,2168.534
3612,2169.133
3613,2169.733
3614,2170.332
3615,2170.931
3616,2171.53
3617,2172.129
3618,2172.728
3619,2173.328
3620,2173.927
3621,2174.526
3622,2175.125
3623,2175.724
3624,2176.324
3625,2176.923
3626,2177.522
3627,2178.121
3628,2178.72
3629,2179.319
3630,2179.919
3631,2180.518
3632,2181.117
3633,2181.716
3634,2182.315
3635,2182.914
3636,2183.514
3637,2184.113
3638,2184.712
3639,2185.311
3640,2185.91
3641,2186.51
3642,2187.109
3643,2187.708
3644,2188.307
3645,2188.906
3646,2189.505
3647,2190.105
3648,2190.704
3649,2191.303
3650,2191.902
3651,2192.501
3652,2193.1
3653,2193.7
3654,2194.299
3655,2194.898
3656,2195.497
3657,2196.096
3658,2196.696
3659,2197.295
3660,2197.894
3661,2198.493
3662,2199.092
3663,2199.691
3664,2200.291
3665,2200.89
3666,2201.489
3667,2202.088
3668,2202.687
3669,2203.286
3670,2203.886
3671,2204.485
3672,2205.084
3673,2205.683
3674,2206.282
3675,2206.882
3676,2207.481
3677,2208.08
3678,2208.679
3679,2209.278
3680,2209.877
3681,2210.477
3682,2211.076
3683,2211.675
3684,2212.274
3685,2212.873
3686,2213.472
3687,2214.072
3688,2214.671
3689,2215.27
3690,2215.869
3691,2216.468
3692,2217.068
3693,2217.667
3694,2218.266
3695,2218.865
3696,2219.464
3697,2220.063
3698,2220.663
3699,2221.262
3700,2221.861
3701,2222.46
3702,2223.059
3703,2223.658
3704,2224.258
3705,2224.857
3706,2225.456
3707,2226.055
3708,2226.654
3709,2227.254
3710,2227.853
3711,2228.452
3712,2229.051
3713,2229.65
3714,2230.249
3715,2230.849
3716,2231.448
3717,2232.047
3718,2232.646
3719,2233.245
3720,2233.844
3721,2234.444
3722,2235.043
3723,2235.642
3724,2236.241
3725,2236.84
3726,2237.44
3727,2238.039
3728,2238.638
3729,2239.237
3730,2239.836
3731,2240.435
3732,2241.035
3733,2241.634
3734,2242.233
3735,2242.832
3736,2243.431
3737,2244.03
3738,2244.63
3739,2245.229
3740,2245.828
3741,2246.427
3742,2247.026
3743,2247.626
3744,2248.225
3745,2248.824
3746,2249.423
3747,2250.022
3748,2250.621
3749,2251.221
3750,2251.82
3751,2252.419
3752,2253.018
3753,2253.617
3754,2254.216
3755,2254.816
3756,2255.415
3757,2256.014
3758,2256.613
3759,2257.212
3760,2257.812
3761,2258.411
3762,2259.01
3763,2259.609
3764,2260.208
3765,2260.807
3766,2261.407
3767,2262.006
3768,2262.605
3769,2263.204
3770,2263.803
3771,2264.402
3772,2265.002
3773,2265.601
3774,2266.2
3775,2266.799
3776,2267.398
3777,2267.998
3778,2268.597
3779,2269.196
3780,2269.795
3781,2270.394
3782,2270.993
3783,2271.593
3784,2272.192
3785,2272.791
3786,2273.39
3787,2273.989
3788,2274.588
3789,2275.188
3790,2275.787
3791,2276.386
3792,2276.985
3793,2277.584
3794,2278.184
3795,2278.783
3796,2279.382
3797,2279.981
3798,2280.58
3799,2281.179
3800,2281.779
3801,2282.378
3802,2282.977
3803,2283.576
3804,2284.175
3805,2284.774
3806,2285.374
3807,2285.973
3808,2286.572
3809,2287.171
3810,2287.77
3811,2288.37
3812,2288.969
3813,2289.568
3814,2290.167
3815,2290.766
3816,2291.365
3817,2291.965
3818,2292.564
3819,2293.163
3820,2293.762
