CHANNEL,INPUT [mV]
1026,1204.279
1027,1205.458
1028,1206.638
1029,1207.817
1030,1208.996
1031,1210.176
1032,1211.355
1033,1212.535
1034,1213.714
1035,1214.894
1036,1216.073
1037,1217.252
1038,1218.432
1039,1219.611
1040,1220.791
1041,1221.97
1042,1223.149
1043,1224.329
1044,1225.508
1045,1226.688
1046,1227.867
1047,1229.046
1048,1230.226
1049,1231.405
1050,1232.585
1051,1233.764
1052,1234.943
1053,1236.123
1054,1237.302
1055,1238.482
1056,1239.661
1057,1240.841
1058,1242.02
1059,1243.199
1060,1244.379
1061,1245.558
1062,1246.738
1063,1247.917
1064,1249.096
1065,1250.276
1066,1251.455
1067,1252.635
1068,1253.814
1069,1254.993
1070,1256.173
1071,1257.352
1072,1258.532
1073,1259.711
1074,1260.891
1075,1262.07
1076,1263.249
1077,1264.429
1078,1265.608
1079,1266.788
1080,1267.967
1081,1269.146
1082,1270.326
1083,1271.505
1084,1272.685
1085,1273.864
1086,1275.043
1087,1276.223
1088,1277.402
1089,1278.582
1090,1279.761
1091,1280.94
1092,1282.12
1093,1283.299
1094,1284.479
1095,1285.658
1096,1286.838
1097,1288.017
1098,1289.196
1099,1290.376
1100,1291.555
1101,1292.735
1102,1293.914
1103,1295.093
1104,1296.273
1105,1297.452
1106,1298.632
1107,1299.811
1108,1300.988
1109,1302.165
1110,1303.341
1111,1304.518
1112,1305.694
1113,1306.871
1114,1308.047
1115,1309.224
1116,1310.4
1117,1311.577
1118,1312.753
1119,1313.93
1120,1315.106
1121,1316.283
1122,1317.459
1123,1318.636
1124,1319.812
1125,1320.989
1126,1322.165
1127,1323.342
1128,1324.518
1129,1325.695
1130,1326.871
1131,1328.048
1132,1329.224
1133,1330.401
1134,1331.577
1135,1332.754
1136,1333.93
1137,1335.107
1138,1336.283
1139,1337.46
1140,1338.636
1141,1339.813
1142,1340.989
1143,1342.166
1144,1343.342
1145,1344.519
1146,1345.695
1147,1346.872
1148,1348.048
1149,1349.225
1150,1350.401
1151,1351.578
1152,1352.754
1153,1353.931
1154,1355.107
1155,1356.284
1156,1357.46
1157,1358.636
1158,1359.813
1159,1360.989
1160,1362.166
1161,1363.342
1162,1364.519
1163,1365.695
1164,1366.872
1165,1368.048
1166,1369.225
1167,1370.401
1168,1371.578
1169,1372.754
1170,1373.931
1171,1375.107
1172,1376.284
1173,1377.46
1174,1378.637
1175,1379.813
1176,1380.99
1177,1382.166
1178,1383.343
1179,1384.519
1180,1385.696
1181,1386.872
1182,1388.049
1183,1389.225
1184,1390.402
1185,1391.578
1186,1392.755
1187,1393.931
1188,1395.108
1189,1396.284
1190,1397.461
1191,1398.637
1192,1399.814
1193,1400.992
1194,1402.17
1195,1403.348
1196,1404.526
1197,1405.704
1198,1406.882
1199,1408.061
1200,1409.239
1201,1410.417
1202,1411.595
1203,1412.773
1204,1413.951
1205,1415.129
1206,1416.307
1207,1417.486
1208,1418.664
1209,1419.842
1210,1421.02
1211,1422.198
1212,1423.376
1213,1424.554
1214,1425.732
1215,1426.911
1216,1428.089
1217,1429.267
1218,1430.445
1219,1431.623
1220,1432.801
1221,1433.979
1222,1435.157
1223,1436.336
1224,1437.514
1225,1438.692
1226,1439.87
1227,1441.048
1228,1442.226
1229,1443.404
1230,1444.582
1231,1445.761
1232,1446.939
1233,1448.117
1234,1449.295
1235,1450.473
1236,1451.651
1237,1452.829
1238,1454.007
1239,1455.186
1240,1456.364
1241,1457.542
1242,1458.72
1243,1459.898
1244,1461.076
1245,1462.254
1246,1463.432
1247,1464.611
1248,1465.789
1249,1466.967
1250,1468.145
1251,1469.323
1252,1470.501
1253,1471.679
1254,1472.857
1255,1474.036
1256,1475.214
1257,1476.392
1258,1477.57
1259,1478.748
1260,1479.926
1261,1481.104
1262,1482.282
1263,1483.461
1264,1484.639
1265,1485.817
1266,1486.995
1267,1488.173
1268,1489.351
1269,1490.529
1270,1491.707
1271,1492.886
1272,1494.064
1273,1495.242
1274,1496.42
1275,1497.598
1276,1498.776
1277,1499.954
1278,1501.131
1279,1502.308
1280,1503.485
1281,1504.662
1282,1505.839
1283,1507.016
1284,1508.193
1285,1509.37
1286,1510.547
1287,1511.724
1288,1512.901
1289,1514.078
1290,1515.255
1291,1516.432
1292,1517.609
1293,1518.786
